"INCIDENT NUMBER","CHARGE ID","CHARGE DATE","REPORT DATE","APPROVED DATE","ATTEMPTED OR COMMITTED","STREET ADDRESS","SUBADDRESS","CITY","STATE","ZIP CODE","DISTRICT","ZONE","SUBZONE","STATUTE TITLE","STATUTE DESCRIPTION","STATUTE CATEGORY","CRIME AGAINST","NIBRS CODE","NIBRS DESCRIPTION","CENSUS BLOCK GROUP","COUNCIL DISTRICT","CRIME PREVENTION DISTRICT","NEIGHBORHOOD","LONGITUDE","LATITUDE","GEOLOCATION"
"21-126680","44856085-C6A6-4957-8242-5659FECE8316","12/11/2021 05:57:21 AM","12/11/2021 08:24:46 PM","12/14/2021 11:11:50 AM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:108","RESISTING AN OFFICER","OTHER","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-126680","2D009885-23E7-4BA1-8B19-2ECA0DBBA45F","12/11/2021 05:57:21 AM","12/11/2021 08:24:46 PM","12/14/2021 11:11:50 AM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-126158","1642ECB7-3A97-4802-91C3-D05FA5EF1821","12/09/2021 10:26:34 PM","12/10/2021 09:33:29 PM","12/11/2021 04:30:38 AM","COMMITTED","437 S 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67.6","THEFT OF UTILITY SERVICES","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17142","30.44411","POINT (-91.17142 30.444114)"
"21-126578","5A40D6C2-2C62-44CD-AB36-68D2693B8BA2","12/10/2021 10:39:00 PM","12/10/2021 08:39:00 PM","12/15/2021 12:58:07 PM","COMMITTED","1000 GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17951","30.44332","POINT (-91.179512 30.443321)"
"21-126358","EE671213-8867-47D0-AFB8-4CAAE54D4627","12/10/2021 12:33:36 PM","12/10/2021 01:14:03 PM","12/13/2021 11:39:17 AM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-125997","D878C045-D588-4404-89CB-099A8692BCB4","12/09/2021 03:51:53 PM","12/09/2021 04:53:43 PM","12/10/2021 12:28:53 PM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-125908","607AE2A8-B1FA-4F07-8D7D-009E2B262C41","12/09/2021 11:19:59 AM","12/09/2021 11:40:38 AM","12/09/2021 11:57:40 AM","COMMITTED","GOVERNMENT ST / N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A1","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17845","30.44352","POINT (-91.178449 30.443516)"
"21-125705","CECCCA66-1E2D-4A97-BF01-DA92394368CC","12/08/2021 07:07:10 PM","12/08/2021 07:07:00 PM","12/25/2021 02:22:07 PM","COMMITTED","1709 OLEANDER ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17097","30.44199","POINT (-91.170967 30.441991)"
"21-120464","BCC92155-20CF-4221-98F2-E22CFA139950","11/23/2021 10:56:20 PM","12/08/2021 10:38:07 AM","12/10/2021 06:03:19 PM","COMMITTED","EDDIE ROBINSON SR DR / SOUTH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17554","30.43971","POINT (-91.175538 30.43971)"
"21-067924","B82736E8-1C41-4ED8-B05F-6D69319FC6BF","07/11/2021 12:24:52 PM","12/08/2021 08:47:00 AM","12/08/2021 11:56:15 AM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:65","SIMPLE ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-067924","CCF182DF-FCDA-430E-8813-7B67E1615919","07/11/2021 12:24:52 PM","12/08/2021 08:47:00 AM","12/08/2021 11:56:15 AM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:65","SIMPLE ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-123744","93581D22-927A-48AA-89CF-98A99FBE4C00","12/03/2021 04:44:13 PM","12/07/2021 05:22:25 PM","11/28/2022 01:18:11 PM","COMMITTED","1825 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:30.1","SECOND DEGREE MURDER","HOMICIDE","PERSON","09A","MURDER & NONNEGLIGENT MANSLAUGHTER",,"10",,"DOWNTOWN EAST","-91.17036","30.45531","POINT (-91.170362 30.455311)"
"21-123744","C652232E-EEC1-4162-95D9-AB8864AEB21C","12/03/2021 04:44:13 PM","12/07/2021 05:22:25 PM","11/28/2022 01:18:11 PM","COMMITTED","1825 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17036","30.45531","POINT (-91.170362 30.455311)"
"21-124662","45F0675C-0AEE-4DE1-BBF7-2F0049E08C77","12/06/2021 03:36:24 AM","12/06/2021 09:34:33 PM","12/06/2021 11:36:31 PM","COMMITTED","2040 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16760","30.45407","POINT (-91.167597 30.454065)"
"21-124662","D45B8736-587D-494B-B977-6B70C2023571","12/06/2021 03:36:24 AM","12/06/2021 09:34:33 PM","12/06/2021 11:36:31 PM","COMMITTED","2040 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.16760","30.45407","POINT (-91.167597 30.454065)"
"21-124422","63BF7A34-D177-4B45-8823-8DA7EA85267A","12/05/2021 02:01:00 AM","12/06/2021 07:55:47 AM","12/13/2021 08:28:51 AM","COMMITTED","1509 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17241","30.44411","POINT (-91.17241 30.444111)"
"21-124518","8B5B760D-183F-40C8-ADC5-C74D9CE7D5EA","12/05/2021 04:57:53 PM","12/05/2021 09:05:33 PM","12/15/2021 09:08:33 PM","COMMITTED","1041 CHARLES T. SMITH DR",,"BATON ROUGE","LA","70802","1","1A","1A1","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17852","30.44635","POINT (-91.178521 30.446352)"
"21-124518","3ED4ED2B-1E68-4080-B00B-81C862B3CB0E","12/05/2021 04:57:53 PM","12/05/2021 09:05:33 PM","12/15/2021 09:08:33 PM","COMMITTED","1041 CHARLES T. SMITH DR",,"BATON ROUGE","LA","70802","1","1A","1A1","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17852","30.44635","POINT (-91.178521 30.446352)"
"21-124377","DB0999B0-9453-463C-8811-D5DA1C08BD4A","12/05/2021 11:12:16 AM","12/05/2021 11:49:26 AM","12/06/2021 05:31:00 AM","COMMITTED","705 S 18TH ST",,"BATON ROUGE","LA","70806","2","2A","2A1","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17023","30.44193","POINT (-91.170226 30.441926)"
"21-124376","CE7047DD-310A-4FAC-B0B2-54E168253B96","12/05/2021 10:48:54 AM","12/05/2021 11:30:12 AM","12/06/2021 05:31:26 AM","COMMITTED","668 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17046","30.44197","POINT (-91.170459 30.441966)"
"21-122670","29A84113-08D2-4818-AB33-0B7558E4AF9B","11/30/2021 06:20:35 PM","12/04/2021 01:00:21 PM","12/07/2021 03:37:43 PM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:64.4","SECOND DEGREE ROBBERY","BUSINESS ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-123267","20A0E28B-EFB0-4DA0-8AD3-945E52CB8B8A","12/02/2021 11:26:49 AM","12/02/2021 06:48:22 PM","12/06/2021 12:17:08 PM","COMMITTED","917 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16983","30.45662","POINT (-91.169834 30.456617)"
"21-123226","CD17FB68-DDAF-452C-B4C6-EF2FDCC2776D","12/02/2021 09:36:37 AM","12/02/2021 10:07:41 AM","12/07/2021 02:19:39 PM","COMMITTED","1225 NORTH BLVD",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62.4","UNAUTHORIZED ENTRY OF A PLACE OF BUS.","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17703","30.44783","POINT (-91.177028 30.447833)"
"21-123130","2A715D8C-4FE7-482F-BD2B-2B7CE7A3300A","12/02/2021 12:04:44 AM","12/02/2021 02:18:40 AM","12/02/2021 09:07:26 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","14:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-122502","DC05B20C-A0D4-47E2-A44C-CA3FE09D9128","11/30/2021 11:42:05 AM","11/30/2021 11:58:41 AM","11/30/2021 02:49:02 PM","COMMITTED","151 S 16TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17254","30.44690","POINT (-91.172537 30.446897)"
"21-122435","576109FD-97EF-4B22-B775-F6EB089D0FCE","11/30/2021 07:51:31 AM","11/30/2021 08:26:59 AM","05/11/2022 07:13:33 AM","COMMITTED","812 S 15TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17301","30.44049","POINT (-91.173009 30.440493)"
"21-122047","994BAE9A-4BF7-4992-B3A4-9294C8DD46DB","11/29/2021 08:50:00 AM","11/29/2021 01:15:20 PM","11/29/2021 05:06:57 PM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-121882","53402700-EC7C-4EA3-AB73-6319899F3129","11/28/2021 05:54:03 PM","11/28/2021 05:54:00 PM","12/03/2021 04:24:54 PM","COMMITTED","1205 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17712","30.45304","POINT (-91.177121 30.453042)"
"21-121569","E0777F45-36AC-42A6-BF32-BCE227284CDF","11/27/2021 05:59:07 PM","11/27/2021 06:35:44 PM","11/28/2021 03:26:44 PM","COMMITTED","90-108 N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A2","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.18050","30.45314","POINT (-91.180503 30.453138)"
"21-121569","08467F72-2521-4831-8BCA-B0C36ADC1318","11/27/2021 05:59:07 PM","11/27/2021 06:35:44 PM","11/28/2021 03:26:44 PM","COMMITTED","90-108 N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A2","14:55","AGGRAVATED CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.18050","30.45314","POINT (-91.180503 30.453138)"
"21-121097","D9D0D602-1581-4ABF-BB74-2EC9D56922AF","11/26/2021 07:31:57 AM","11/26/2021 08:01:03 AM","11/26/2021 04:34:52 PM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","C.CR.P. ART 575","FUGITIVE","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-121097","900F6121-C266-4FD6-9F3A-7CF5DA1EBDFF","11/26/2021 07:31:57 AM","11/26/2021 08:01:03 AM","11/26/2021 04:34:52 PM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-113454","D5EE20DA-DEE8-4BEC-803E-FB060866398A","11/05/2021 04:16:25 PM","11/26/2021 07:06:01 AM","12/01/2021 12:35:24 PM","COMMITTED","627 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.16973","30.45376","POINT (-91.169726 30.453756)"
"21-118644","58C884C9-CB0F-480F-8B72-ACD27C120D15","11/19/2021 12:32:23 PM","11/26/2021 06:01:01 AM","12/21/2021 10:34:40 AM","COMMITTED","S 10TH ST / GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17923","30.44348","POINT (-91.179228 30.44348)"
"21-118644","F3288A77-83F8-45B1-8104-4F6A9FF818F6","11/19/2021 12:32:23 PM","11/26/2021 06:01:01 AM","12/21/2021 10:34:40 AM","COMMITTED","S 10TH ST / GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","40:1023","POSSESSION OF DRUG PARAPHERNALIA","NARCOTICS","SOCIETY","35B","DRUG EQUIPMENT VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17923","30.44348","POINT (-91.179228 30.44348)"
"21-123451","C8BC0E26-46D4-4329-ABDC-ABF69313C7A9","11/24/2021 09:00:00 AM","11/24/2021 09:00:00 AM","12/08/2021 12:59:41 AM","COMMITTED","1623 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:37","AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17238","30.44896","POINT (-91.172381 30.448963)"
"21-123451","25587A99-E508-4773-B834-8D86CBC31448","11/24/2021 09:00:00 AM","11/24/2021 09:00:00 AM","12/08/2021 12:59:41 AM","COMMITTED","1623 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17238","30.44896","POINT (-91.172381 30.448963)"
"21-120115","433BD607-69E2-4510-8B81-11E93EDA0CDC","11/23/2021 04:18:37 AM","11/23/2021 07:09:03 AM","11/26/2021 07:24:54 PM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:65","SIMPLE ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-114365","66FA03D4-EBA6-4AD7-AFC0-88AC6B494564","11/05/2021 05:00:00 PM","11/23/2021 07:02:24 AM","11/24/2021 01:24:04 PM","COMMITTED","1100 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17871","30.45049","POINT (-91.178706 30.450486)"
"21-119982","A56AFFFD-620B-4A30-9690-AAC678CBEBD3","11/22/2021 05:47:42 PM","11/22/2021 06:38:14 PM","11/26/2021 02:26:58 PM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-118574","C5B357C3-D458-4FA1-BD4B-0055E33E9AD8","11/19/2021 09:46:20 AM","11/22/2021 12:30:49 PM","11/27/2021 05:57:16 PM","COMMITTED","S INTERSTATE 110 HWY / GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17924","30.44362","POINT (-91.179236 30.443618)"
"21-118503","A70397FA-7F99-4296-A54B-9DFBCA2B5936","11/19/2021 06:09:54 AM","11/22/2021 10:47:10 AM","11/22/2021 01:55:46 PM","COMMITTED","901-999 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.18013","30.44956","POINT (-91.180129 30.449562)"
"21-119745","0035119F-BE30-4D9D-909B-BEB29D213378","11/22/2021 07:54:00 AM","11/22/2021 07:54:00 AM","12/11/2021 08:27:07 PM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-119587","F2C2905A-56CA-47D6-95F0-4A06A91E6DDC","11/21/2021 06:29:29 PM","11/21/2021 08:33:43 PM","11/22/2021 07:20:17 PM","ATTEMPTED","1410 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:30.1","SECOND DEGREE MURDER","HOMICIDE","PERSON","09A","MURDER & NONNEGLIGENT MANSLAUGHTER",,"10",,"DOWNTOWN EAST","-91.17488","30.44849","POINT (-91.174876 30.448493)"
"21-119587","1FE7A355-C0B9-474F-80F8-B6E5E79710E6","11/21/2021 06:29:29 PM","11/21/2021 08:33:43 PM","11/22/2021 07:20:17 PM","COMMITTED","1410 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17488","30.44849","POINT (-91.174876 30.448493)"
"21-119008","109F70FD-5551-43FA-934E-85D803367E50","11/20/2021 08:00:00 AM","11/20/2021 09:49:43 AM","11/22/2021 02:05:39 PM","COMMITTED","1812 SPAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.16989","30.44469","POINT (-91.169893 30.444685)"
"21-117966","E5B15BFD-1268-4EF2-9EFA-17A01BE76240","11/17/2021 05:12:07 PM","11/17/2021 08:13:55 PM","01/26/2022 12:02:40 PM","COMMITTED","1101 LOUISIANA AVE","A","BATON ROUGE","LA","70802","1","1A","1A1","13:108.2","INTERFERENCE WITH AN OFFICER","OTHER","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17795","30.44535","POINT (-91.177949 30.445345)"
"21-117767","A62B6C3A-28A8-4A52-9B54-22B5D7D3BC88","11/17/2021 08:36:07 AM","11/17/2021 09:02:17 AM","11/17/2021 02:15:38 PM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-117587","952A412A-871F-4A52-ABBB-B44A7FFE2867","11/16/2021 04:06:51 PM","11/16/2021 06:06:20 PM","11/17/2021 02:27:43 PM","COMMITTED","1246 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17659","30.45058","POINT (-91.176589 30.450582)"
"21-117587","9F5EA4A0-F351-4A8A-8A28-9F65511F9DAB","11/16/2021 04:06:51 PM","11/16/2021 06:06:20 PM","11/17/2021 02:27:43 PM","COMMITTED","1246 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17659","30.45058","POINT (-91.176589 30.450582)"
"21-117351","B15B4A7F-C705-4AF7-AEF5-CCA0E721C27F","11/16/2021 03:08:31 AM","11/16/2021 03:08:31 AM","11/24/2021 09:04:52 AM","COMMITTED","740 N 14TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","40:967(C)","POSSESSION OF SCHEDULE II","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17836","30.45449","POINT (-91.178361 30.454492)"
"21-117351","4E4F7CAA-474F-4AEB-8355-3FC5965E2926","11/16/2021 03:08:31 AM","11/16/2021 03:08:31 AM","11/24/2021 09:04:52 AM","COMMITTED","740 N 14TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17836","30.45449","POINT (-91.178361 30.454492)"
"21-117177","B73D3D90-66D9-49BF-8206-5765DAD1E05E","11/15/2021 03:30:00 PM","11/15/2021 07:57:35 PM","11/16/2021 07:28:36 AM","COMMITTED","100-198 N 12TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:966","POSSESSION OF MARIJUANA","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17740","30.44765","POINT (-91.177398 30.447648)"
"21-116947","587721CA-7CFA-453E-9250-4283BC9C072D","11/15/2021 12:12:26 AM","11/15/2021 05:22:40 PM","11/18/2021 12:38:02 AM","COMMITTED","535 BRICE ST",,"BATON ROUGE","LA","70802","2","2A","2A1","12:152","TRESPASSING","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST","-91.17063","30.44322","POINT (-91.170633 30.443219)"
"21-116947","B6E9E490-BFFF-4BFD-B3C9-14FBCD3F6E18","11/15/2021 12:12:26 AM","11/15/2021 05:22:40 PM","11/18/2021 12:38:02 AM","ATTEMPTED","535 BRICE ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17063","30.44322","POINT (-91.170633 30.443219)"
"21-116074","07D81446-FE2E-4E55-989B-197A0AF038CE","11/12/2021 04:43:39 PM","11/12/2021 07:32:14 PM","11/15/2021 02:49:26 PM","COMMITTED","1410 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17488","30.44849","POINT (-91.174876 30.448493)"
"21-115211","BC787334-2630-4FCD-8E26-92B2984FA49E","11/10/2021 02:14:13 PM","11/10/2021 03:39:23 PM","11/11/2021 04:14:11 PM","COMMITTED","1050 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17880","30.44828","POINT (-91.178804 30.448277)"
"21-115121","458E4D53-D25F-4B88-A503-7F975F741F76","11/10/2021 10:45:10 AM","11/10/2021 10:47:14 AM","11/10/2021 01:00:45 PM","COMMITTED","731 S 10TH ST",,"BATON ROUGE","LA","70802","5","5A","5A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17895","30.44162","POINT (-91.178947 30.441624)"
